"","Ctl-1","Ctl-2","Ctl-3","Ctl-4","Ctl-Lin-1","Ctl-Lin-3","Ctl-Lin-4","Ctl-Lin-5","Ctl-Van-1","Ctl-Van-2","Ctl-Van-3","Ctl-Van-4","24h-1","24h-2","24h-3","24h-5","24h-lin-1","24h-lin-3","24h-lin-4","24h-lin-5","24h-Van-1","24h-Van-2","24h-Van-3","24h-Van-4"
"1418201_at",7.6158320715416,7.44444237470112,7.5803709795286,7.53306582289799,7.34657587977069,7.64788751104115,7.5659032674953,7.50174419503093,7.47518203185828,7.67594935523616,7.34131180965591,7.9205349277326,6.81287236300814,6.87408822881084,6.43430815141033,6.73566769497927,6.32389254450511,6.34430119179484,6.44393790161326,6.65503060975698,6.4181212552941,6.93696696384601,6.5415674548094,6.96787284847426
"1434333_a_at",7.74442663104062,7.46714016733335,7.92598936974605,7.86065221590106,7.74565952525432,8.05386206130584,8.05318589257585,7.97559844089692,7.8471923720744,8.21772599774319,7.96955267140552,8.11714429016135,5.91077375399626,7.16065113869877,5.97222705621566,6.85032326372886,5.84119109257202,6.30056056975729,6.62343990308526,6.2149790021806,5.9779957310604,5.64245489113545,5.98489564412282,6.63581363091473
"1433466_at",9.8841366590591,9.4989671294743,9.96379513886079,9.88856755730073,9.76351157931592,9.9749610367377,9.62783390251535,9.74796777029496,9.74804541089671,10.1620044772337,9.61822426631792,10.0196553922602,8.4795301856246,10.3673517106539,8.89593840912436,9.90422689320601,8.58473201709474,9.17461758208078,8.99773572732453,9.05903766522204,9.08433554064971,8.45064695988423,9.11296603736637,8.80641733716577
"1423975_s_at",8.50784621046104,8.39013547061891,8.51516257530674,8.37570417868828,8.38605748742104,8.45443649547814,8.4352682995694,8.34257597232902,8.41633124664934,8.85197732014484,8.42114507821378,8.74567778859876,7.72421634231599,7.75135804144362,7.33139325620488,7.77695657590455,7.70252735502751,7.27445009486826,7.54091918661644,7.61158563858342,7.5773523065586,7.26811185874113,7.44618822813892,7.74848652485601
"1460403_at",6.96690639511648,6.75938447369964,6.70708057458323,6.76913777016869,6.91474858924701,7.30373196871932,7.17964527991888,6.99384636938644,6.93011116027826,7.40578966922661,6.99101654618359,7.0977294590881,6.15757012961119,6.55237166370988,5.47191454117364,6.0486954965779,5.52919531312997,5.43610056762955,5.60084383205822,5.86292488695415,5.75509440927087,5.21561207725951,5.24174344286486,5.73589660488677
"1423806_at",7.39210757282771,6.96517313881236,7.32681534420871,6.8915839088278,7.33286134652666,7.2288096830397,7.08507673298095,7.16524163549014,7.20402481919544,7.57870260581807,7.19827274823965,7.57944979916837,6.20465288477728,6.3508667829826,6.14547619917654,6.59565543580257,6.26229306823414,6.25336338066977,6.22674234769712,6.16415791520264,6.43365162683413,6.06372056454263,6.37112512483169,6.27957316722239
"1430075_at",6.99422586447546,6.11623495209376,6.92566788641954,6.90691440873093,6.40579791286951,6.73850295218818,6.8526488459048,6.99811099365618,6.58609554673556,7.19283389661943,6.71825799286691,6.8891867305664,6.45442308007159,5.74271567150339,5.78209379460074,5.8113812236605,5.61461713475073,5.80211470665935,6.14074812551714,5.89374036564732,5.60825426963484,5.96909967969372,6.07474711861721,6.22427228505517
"1418553_at",9.89417513647414,9.60201612306538,9.76646959644646,9.73810966014187,9.75708697042809,9.86371712978399,9.7606316214298,9.78315967392899,9.71300243655802,10.1073711105442,9.53004149584756,10.0021298484911,7.96429125484372,8.55358091217997,7.75977122687616,8.32978820758818,7.88246091565551,8.16395456315222,8.10390921171855,8.20004124532193,8.08334244508106,8.11538891589879,8.13354826904133,8.63236260321829
"1436501_at",5.4844454920348,5.58651987995291,5.92210036634465,6.16477103325704,5.31772678656622,6.12052711515257,5.65790979348269,6.15797598055202,5.89250873306063,6.06740979755361,6.3320482270324,6.63887598298673,5.59938454241287,9.63228120799422,7.96511625669931,8.93525372021481,7.1987029595471,7.52814702778586,7.95145317637261,7.56997200842026,7.33642847553297,7.12868837143691,7.62749629555571,7.14820250628514
"1417071_s_at",6.44681682612581,7.12011028616645,6.62682492155518,6.51805126806499,6.32157256406037,6.68265227941953,6.29239045400428,6.63434691399885,6.57501466952396,6.88017694267489,7.89284989377154,7.33390082313494,5.42163928764069,6.9965344440048,7.49898124157805,7.40042196537101,6.84942220608082,7.22119794321511,7.24645746650127,7.54394919427966,7.4260499096897,5.78036220398176,6.80752280967116,5.98864787402874
"1416065_a_at",8.74588454240309,8.55346098260063,8.98231129728325,8.86870205686133,8.46210544668013,8.97497968132106,9.02259293519269,8.84058550627705,8.74174478635206,9.00056992330355,8.78848848778731,9.05786773186782,7.61742188646077,7.2060104468825,6.95180593609698,7.07735269405744,7.25255877434474,7.51960132290832,7.10182676101112,7.49105713161446,7.29554793222495,6.90094484594064,7.21120765254798,7.6025656261934
"1416210_at",8.97103403119606,8.90449754299652,8.89358421604076,8.90383942070678,8.76212077930457,9.03729919754224,8.96755403802167,8.8789131489628,8.78854562127149,9.23387113380408,8.90363457250261,9.12515739098376,8.36469478905493,7.93815722710047,7.8727013437521,8.02468890587008,7.96436405332834,8.11745734045089,7.73356694056499,7.96392856941648,8.20768822652092,7.50782413323165,8.08974130866624,8.06287353266354
"1458206_at",7.90795817550798,7.17691366520133,8.05246898664928,7.49706271471183,7.63963007404723,7.77498726275742,7.62406611094817,7.40686777528615,7.1677231399108,7.82603511655232,7.25243034042381,7.63474734607995,6.66813683761308,6.15754169394828,6.9154957178437,6.45092404994761,6.90191464471233,6.5457510251477,6.92764436444648,6.9268006157322,6.54051912059034,6.80727206351428,6.708878691221,7.00445672338313
"1441589_at",5.54687989606033,5.41130545317366,6.65374506976386,6.12738087879486,5.61462364953956,6.33628193891356,6.32792406872642,6.15549982016835,6.29711232515445,6.40565934206644,5.68440496131825,6.45460953679614,4.62418043176754,4.64855576144387,4.96625331870634,5.08072229197572,4.9220039485617,5.0364534166833,4.3758553565164,4.8605459249854,4.47513681027145,4.84008201679095,4.74498224045544,5.17857007041779
"1444102_at",5.88171134112212,5.71949962794905,6.0555383796021,6.08804241104189,6.0457871547765,6.17379607585637,6.08292227970763,6.09183006530832,6.18982944032848,6.39387462726322,6.05136780155366,6.48982885774293,5.45437068699539,5.37555603997011,5.46598703779016,5.53211184673442,5.2930746147003,5.33387432682456,5.16009420956522,5.12830708784525,5.43331216556356,5.287806169975,5.06081698105074,5.62536973881898
"1423725_at",6.95735035673853,5.25261646731706,5.09261903795479,5.04094195632827,4.90299210218764,4.86355132371992,5.10514242674917,4.67792624143556,4.61205722589832,5.97641541991659,5.93119907677506,5.27309756477807,5.17753266513905,4.8523488349891,5.13758919652326,4.86635444802962,6.25681839486283,6.07664840466602,7.14746921858945,5.32512884836233,6.33709094628651,5.12767491778429,5.86213057273039,4.87288617688433
"1442122_at",6.92750968726088,6.65020757263293,7.08712965995859,6.90173650251541,6.78526290495093,6.95816488513969,7.49817440864754,7.09736872850407,6.69297732852399,7.01048649265135,6.60384959999545,7.03561596661201,6.33295164328654,6.23271564667883,6.29399255548878,6.09997706975402,6.05963826032154,6.33146088587671,6.13987463634433,6.29511714321968,6.11959580937195,5.83669294468253,6.12563474470851,6.28482397603251
"1426700_a_at",7.64051863169026,7.28572192568865,7.68165648138233,7.6735901177,7.59858896725485,7.70271205392805,7.49750182127159,7.47564205301722,7.59902552317166,8.0397711497879,7.3799197648235,8.00514014457681,7.38772263441127,7.05828271516798,6.64586915327334,7.08599775989565,6.65268333398495,6.65261755801214,6.655106189166,6.69795084491544,6.62249691776187,6.59258663423886,6.92429553542396,7.07095453999872
"1418239_at",3.83448942107095,5.79096208328092,3.98933610397198,3.88922963973682,3.72250725358066,3.7229537547441,3.73262243919235,3.7586842274029,3.83710757670092,5.15306004350927,7.48449313096671,6.44685029847799,3.7595488871385,3.83233331621429,4.98445170792009,3.96083318566476,5.28041559775514,3.80009513380488,9.05008901080294,8.29792569209491,4.33770018574971,7.00239963151951,4.25513122674423,3.59650670225623
"1451190_a_at",10.3777585758889,9.73928761416028,10.1467853365665,9.89582109202536,10.0771274132294,10.0671924408324,9.96418166583221,9.92610045990959,9.80401262950584,10.5290915708587,9.92390472196677,10.4029600564221,7.51069187295104,7.70707165079186,7.1981936092033,7.85842902825346,7.67524991741551,8.30755296717296,7.77302215765819,8.42824900177039,8.4295075157891,6.783359224441,8.2703793179811,7.58480243068987
"1428750_at",6.64128677402922,6.43444061327979,6.66614137369308,6.71610223638336,6.63758439006385,6.71884374152955,6.6529273565238,6.52915100722792,6.39331855049553,6.5183539573786,6.65188527188229,6.57482382225587,7.93313230828511,9.3923826706091,8.11974726618081,8.73749093072717,7.76545245404479,8.16840666520415,7.90478736592514,8.14968984808674,8.28199598124908,7.17792313248807,8.24767625125806,7.09637814573738
"1426810_at",8.61368194755745,8.39542219698173,8.72788209377052,8.65633716049781,8.61672400386693,8.86989224955807,8.6529209050455,8.65786056045918,8.50778308121047,8.82129299764244,8.39897471600239,8.79983972793121,8.4522161278138,7.99360765897095,7.62592795633832,7.81417261347974,7.65270864697595,7.86159471782987,7.64792173058091,7.92692682475969,7.65588144520131,7.51456533945496,7.75296738450545,8.08702521796712
"1455643_s_at",7.42709451866307,7.4177573961956,7.64557506301896,7.5832761728008,7.38407746290399,7.74636680076741,7.58615677659156,7.62212203979054,7.55565335529555,8.03707816660457,7.61123906926311,7.99284857795287,7.80767903389732,6.50848844668175,6.55972831009863,6.55568385558766,6.52338525179021,6.92506156461417,6.89066901726377,7.03843069424556,7.0374747539833,6.03019403133525,6.70764339757486,6.67817355790221
"1437956_at",6.02461105982025,6.19288298508535,6.78544308656331,6.59772985321583,6.14265799810606,6.66525738099484,6.40291901130535,6.47156944321722,6.26885761753447,6.63817300087269,6.85148204986019,6.90794775761124,7.32440753680418,8.79958321544175,7.79435920180668,8.67293386581937,7.23231276179229,7.44412900455058,7.38794862724794,7.20364549585744,7.54456729616152,6.92847310613585,7.4565127205163,7.10039792866182
"1433678_at",7.86044579402286,7.3951160573949,7.86073832471108,7.80132575042808,7.83676821634405,8.31906807913065,7.78484532109017,7.87500891360855,7.7532613117095,8.15407006391765,8.34710340651116,8.5369198789715,7.66643985143566,8.70782357841033,8.88573438903161,8.94467905252816,8.57551198788722,8.83536165100312,8.36718152195715,8.3983703225431,9.08360774248789,7.25819437865706,8.674874193507,7.82699835316292
"1448104_at",6.13008972369232,6.62223725356518,6.22860864003511,6.66113050646462,5.69529382587421,6.24579811786811,6.11947679906599,6.00657830516264,6.31611713765621,7.12410164780565,8.02959192124987,7.33056605518368,6.05753350009153,4.54097023994462,4.9913080073202,4.63226531168008,4.7255662437851,5.16702797356836,7.05556894831826,6.65228390017056,5.07206109879022,5.79307175673422,4.7293886349805,5.66388395274218
"1453864_at",7.63362519872829,7.17035321784597,7.2301685521786,7.34585175473022,7.41947236621156,7.22871279684042,7.0440852432233,7.33589290250313,7.1259637085257,7.85316491123706,7.12467699965926,7.25824519073952,6.63028444137627,6.46779648002417,6.06482782491819,6.66635979575387,6.33263184882549,6.31529574732139,6.1240301871936,6.15461772064857,6.32455145811487,5.79662894185198,6.5014958773113,6.54221260104404
"1418772_at",7.93492265614948,7.74656513950264,8.0300978244183,8.1106654803285,7.65090190115739,8.27419428758688,7.8269141587635,8.02842432015237,8.06078201297919,8.13536710808663,7.94328507124837,8.27444207841383,7.19800777154659,6.59489047013432,6.40489798214465,6.55545454038875,6.67029232974723,7.09412228694758,6.73417700506221,6.52812385495087,6.77309907970589,5.41871959643143,6.65722599063397,6.58213569083509
"1423746_at",9.31597333171864,8.65716023591801,9.1418808555459,8.82929128864417,8.99173080604306,9.16119807245216,8.87484643453136,8.82579893731808,8.79313786326298,9.56723271054807,8.94882608989232,9.38186514052578,7.48900965562337,8.10155778523271,7.73107473272163,7.86513358597297,7.87257279906886,7.98465434808384,7.96384618011699,8.01619876861377,8.20899736969118,7.19719842523428,8.00481233335844,7.36702466905843
"1424824_at",7.80465778884674,7.79055700766387,7.87362533474639,7.75478590868242,7.70438896252183,8.07090156725529,7.91376947089803,7.77138023037548,7.72233310862647,8.08894966383006,8.02165850702376,7.99954489659452,7.14321100172587,6.23549059514185,5.81805310528702,6.55973110151497,6.44867896481645,6.41261798439665,6.03178046030906,6.39120337373835,6.41001336712732,5.43284692565992,6.2258330507915,6.48586130819385
"1454900_s_at",9.77375640035549,9.35200307747099,9.65143102618938,9.58137238938438,9.66856957640841,9.93897173833451,9.79557624640248,9.74915054725576,9.47631418524406,10.0263102581174,9.78457024020971,10.0384749029277,8.5198819444352,9.08676510341327,8.96262428822616,9.31795123212264,8.84467094651136,9.24524655625426,8.80001429824806,9.1301124812869,8.97941703615605,8.24728065252785,8.85795704790916,8.75899101320276
"1427064_a_at",7.50844051496264,7.31051032284115,7.54499582476477,7.34716096811228,7.5050981024155,7.56931845098355,7.68489717062124,7.51862878027264,7.4617282061706,7.65416107327869,7.6712903514847,7.79969636585236,6.75640589006659,6.82088212600514,6.85945555040655,6.71644451851911,6.62935689206045,6.98656448518114,6.50896768283947,6.7828025389215,6.55065348443097,6.26002135235668,6.68776611267018,6.99876737257679
"1426459_s_at",9.06072576614337,8.82346996085994,9.01315887145565,8.91692934737739,8.77135065445472,9.19528821336487,8.9097822164775,8.94125910625266,8.73862696116243,9.3816894634066,8.83490594086665,9.3500835954286,8.24351704442008,8.07683451824118,7.71227629850111,8.04857426834655,7.69240182305113,7.68204331239761,7.62871267499063,7.89016515157134,7.9322294329749,7.22710140490255,8.00669278391017,8.14702604978926
"1451199_at",6.72271399255353,6.27096886819387,6.85773002808399,6.62676123117062,6.48820312096273,6.71594352356247,6.70693714671881,6.73082237542699,6.60912562921816,6.888415062999,6.57347645641236,7.04817822280512,5.84651942076598,5.30115152894188,4.86286328551452,5.41978622373118,5.21782908897616,5.66397893319316,5.51537930407241,5.51628801968488,5.26083753187206,4.97902427371915,5.62617993810585,5.27534113067354
"1454838_s_at",3.31118078572345,3.51524921507609,3.28287643000235,3.61289526693983,3.34360244918861,3.72877722922159,3.52336884379018,3.45733734637423,3.31572315193754,3.42552618580971,3.74049400695492,3.74704756566775,3.59954220242664,4.05166579301084,4.561818588136,4.25685360716935,4.03213375921521,4.54153631454718,4.24467662117486,4.24471041201101,4.6408672683768,3.1923290586022,4.52295439989318,3.57959088467674
"1448722_s_at",7.17003304703395,7.07937837722811,7.34806760342728,7.15387449695368,7.30735194464594,7.46006006992866,7.21038764377355,7.21234382996236,7.05700272591067,7.55406438624272,7.03955816023751,7.3865883003011,6.25070893723766,6.20741588820858,6.05519751404638,5.99089362925528,6.28061365209233,5.89929175915442,6.11774198641078,6.19519867721964,6.41297719483823,5.94526771919325,6.49741493398249,6.23366377527619
"1416165_at",7.75297736169378,7.72999235319381,7.89281412517535,7.90358044924871,7.91939473878126,8.01955144610519,7.67908877252625,7.67217055603991,7.73927038927636,8.1904532332422,7.97914174747093,8.35320026157692,9.01920126182687,9.60184456476391,8.69839224813858,9.49432513054736,8.27750903708006,8.59134868748721,8.92096017949098,8.6362816417211,8.88380198044567,8.39211263828826,9.02268330183855,8.73311836743827
"1417971_at",8.53477736153313,8.00362414234583,8.24436607647177,8.17325783399082,8.42527764723071,8.68305288712801,8.14943557107618,8.23666285239623,8.23367334317268,8.87320013918635,8.43727055351688,8.86593556129972,6.56838232517241,6.94674307260898,6.97602751328714,6.85651796969403,6.5097530742859,7.17883729901483,6.41830481695162,7.01495180464133,7.12529697690027,6.52617313768939,6.67246856282703,6.78599496246408
